order_count,total_spent,last_month_expenditure,coupon_used,preferred_category,payment_method,location_type,rating_last_purchase,churned
9,17085,4196,Yes,Electronics,Wallet,Tier 1,2,0
19,11881,0,Yes,Groceries,Credit Card,Tier 1,4,0
6,12277,4113,Yes,Books,COD,Tier 2,2,0
12,19350,1008,Yes,Electronics,UPI,Tier 2,2,1
17,9842,0,Yes,Electronics,UPI,Tier 1,1,0
11,23447,2923,Yes,Books,COD,Tier 2,5,0
12,10581,2021,No,Electronics,UPI,Tier 2,4,0
8,15934,2566,Yes,Electronics,Credit Card,Tier 2,1,0
1,10635,887,Yes,Groceries,Wallet,Tier 2,5,0
5,21812,0,Yes,Electronics,COD,Tier 3,4,0
10,8111,183,No,Apparel,Credit Card,Tier 1,3,0
17,11620,2907,Yes,Groceries,Wallet,Tier 3,2,1
12,16345,4602,No,Electronics,Credit Card,Tier 1,5,1
3,23102,0,No,Food,COD,Tier 2,2,0
11,7091,1207,No,Electronics,Wallet,Tier 1,3,0
10,23512,3780,Yes,Electronics,UPI,Tier 2,4,0
6,1285,506,Yes,Apparel,COD,Tier 1,5,0
20,2436,364,No,Electronics,UPI,Tier 3,4,1
9,2852,239,Yes,Electronics,COD,Tier 3,5,1
19,14365,4158,No,Apparel,Credit Card,Tier 2,2,0
14,17266,0,No,Groceries,COD,Tier 1,4,1
4,10214,0,Yes,Apparel,UPI,Tier 2,5,0
15,13783,5481,Yes,Books,UPI,Tier 1,4,0
19,12952,987,Yes,Groceries,COD,Tier 2,5,0
4,20614,0,Yes,Groceries,Wallet,Tier 1,3,1
11,2208,76,Yes,Books,COD,Tier 1,3,1
5,1707,0,Yes,Books,COD,Tier 1,2,1
17,1382,543,Yes,Food,Credit Card,Tier 3,4,0
6,7666,0,No,Electronics,UPI,Tier 3,4,0
1,14027,3509,No,Books,Wallet,Tier 1,1,0
17,22952,4014,Yes,Apparel,COD,Tier 3,3,0
15,19703,3962,Yes,Groceries,COD,Tier 2,1,0
13,8516,1136,No,Food,UPI,Tier 3,3,0
3,2990,0,Yes,Apparel,COD,Tier 1,5,1
16,1637,461,No,Food,Credit Card,Tier 1,3,1
10,22813,6043,No,Apparel,COD,Tier 2,4,0
3,17579,5651,No,Groceries,COD,Tier 3,3,1
8,19725,2603,No,Books,UPI,Tier 3,3,0
5,23028,0,Yes,Food,COD,Tier 3,5,1
5,19119,5948,No,Apparel,Credit Card,Tier 2,4,0
8,12028,1522,Yes,Books,COD,Tier 3,4,0
6,1598,0,Yes,Groceries,COD,Tier 2,3,1
13,12448,278,Yes,Apparel,UPI,Tier 2,3,0
16,5685,0,Yes,Food,UPI,Tier 3,2,1
16,16217,0,No,Electronics,UPI,Tier 2,2,1
15,3055,527,Yes,Apparel,COD,Tier 3,3,0
7,18472,4223,Yes,Electronics,COD,Tier 1,5,0
19,13864,4279,Yes,Groceries,UPI,Tier 2,1,1
10,15869,3662,No,Apparel,Credit Card,Tier 3,4,0
14,7055,0,No,Electronics,COD,Tier 3,5,1
4,1728,508,Yes,Books,UPI,Tier 3,4,0
14,16149,0,Yes,Books,COD,Tier 1,2,1
9,14527,858,No,Food,Wallet,Tier 3,1,1
18,3667,1321,Yes,Groceries,COD,Tier 2,2,1
6,23352,1201,Yes,Electronics,COD,Tier 2,4,0
1,6238,0,No,Books,UPI,Tier 2,3,1
4,16709,3089,Yes,Books,COD,Tier 2,1,0
12,12184,0,Yes,Food,COD,Tier 3,2,1
10,6818,0,No,Groceries,Credit Card,Tier 1,5,1
5,20491,7813,Yes,Apparel,COD,Tier 2,1,0
20,7622,3047,No,Apparel,COD,Tier 1,1,0
16,15706,2897,Yes,Books,Credit Card,Tier 1,2,0
3,5855,0,No,Groceries,Wallet,Tier 3,1,1
5,13911,1399,No,Apparel,COD,Tier 2,1,1
1,11360,382,Yes,Apparel,COD,Tier 2,1,0
7,15109,5898,Yes,Groceries,UPI,Tier 3,4,0
8,18345,962,Yes,Electronics,COD,Tier 1,3,0
17,4713,1068,No,Groceries,UPI,Tier 1,5,0
13,20632,6985,Yes,Food,Credit Card,Tier 2,1,0
10,17558,3049,Yes,Food,COD,Tier 3,1,1
20,24587,8692,Yes,Groceries,Wallet,Tier 1,2,0
6,12596,0,Yes,Apparel,COD,Tier 3,4,0
17,10843,0,Yes,Groceries,COD,Tier 3,4,0
10,6318,1009,Yes,Food,Wallet,Tier 2,5,0
1,23082,3515,No,Apparel,UPI,Tier 3,4,0
11,23400,9131,Yes,Groceries,Credit Card,Tier 1,3,0
11,23803,7535,No,Apparel,COD,Tier 3,5,0
4,13403,0,Yes,Electronics,Credit Card,Tier 2,1,1
2,20160,4033,No,Books,COD,Tier 2,2,1
8,1130,448,No,Books,COD,Tier 1,2,1
9,10244,0,No,Books,Wallet,Tier 1,4,0
10,24352,0,Yes,Apparel,COD,Tier 1,5,0
8,13879,3833,Yes,Apparel,COD,Tier 2,3,0
15,23591,0,Yes,Electronics,COD,Tier 1,4,0
9,21665,0,Yes,Books,COD,Tier 1,1,1
20,6439,0,Yes,Electronics,COD,Tier 3,1,1
2,14850,5653,No,Food,UPI,Tier 1,5,0
18,11041,405,Yes,Apparel,COD,Tier 2,5,0
13,9311,3658,Yes,Electronics,UPI,Tier 2,5,0
12,10297,0,Yes,Apparel,COD,Tier 2,4,1
16,19627,7710,Yes,Apparel,COD,Tier 1,1,0
5,7686,0,No,Electronics,UPI,Tier 3,2,1
4,1119,408,Yes,Electronics,Credit Card,Tier 3,2,1
11,3395,1045,No,Apparel,COD,Tier 3,5,1
4,13282,0,Yes,Electronics,Credit Card,Tier 3,3,1
20,22857,5695,Yes,Books,UPI,Tier 2,5,0
5,8655,925,Yes,Electronics,Credit Card,Tier 1,3,0
10,5467,1624,Yes,Books,UPI,Tier 2,3,0
3,20831,1355,No,Books,Credit Card,Tier 2,1,1
2,2676,0,No,Electronics,COD,Tier 2,5,1
3,9671,0,No,Groceries,UPI,Tier 2,3,0
7,20558,0,No,Apparel,Wallet,Tier 2,1,1
20,5456,853,No,Apparel,Credit Card,Tier 2,4,0
1,15917,6212,Yes,Electronics,Credit Card,Tier 2,2,1
9,21084,0,Yes,Groceries,COD,Tier 3,1,0
2,2272,0,Yes,Books,COD,Tier 3,4,1
11,3371,729,No,Electronics,UPI,Tier 1,2,1
13,1199,436,No,Books,COD,Tier 3,2,1
14,2679,958,No,Electronics,COD,Tier 1,2,1
8,7196,0,Yes,Electronics,UPI,Tier 2,4,0
4,17154,3342,Yes,Electronics,Wallet,Tier 2,3,0
4,14800,3978,Yes,Electronics,COD,Tier 1,3,0
17,7114,0,Yes,Food,COD,Tier 3,4,0
5,5458,0,Yes,Electronics,UPI,Tier 1,1,0
6,1880,181,Yes,Electronics,UPI,Tier 2,5,0
3,6310,0,Yes,Electronics,Credit Card,Tier 1,4,1
6,20966,6330,No,Books,Wallet,Tier 1,5,0
18,3249,377,No,Apparel,COD,Tier 1,3,0
16,3950,688,Yes,Food,COD,Tier 2,5,0
8,15588,2767,Yes,Books,UPI,Tier 1,2,1
2,13041,4980,No,Apparel,UPI,Tier 1,2,1
17,22563,0,No,Apparel,Wallet,Tier 3,1,0
5,3300,704,Yes,Apparel,Credit Card,Tier 1,4,1
2,21083,0,Yes,Electronics,COD,Tier 3,3,1
15,906,0,Yes,Books,UPI,Tier 2,5,1
17,20373,1919,Yes,Electronics,Credit Card,Tier 2,5,0
20,10023,0,No,Books,COD,Tier 2,1,1
12,18787,7137,Yes,Apparel,COD,Tier 1,1,0
15,20055,5998,Yes,Books,UPI,Tier 2,2,0
11,2407,0,Yes,Electronics,COD,Tier 2,2,1
2,5296,0,No,Books,Credit Card,Tier 2,3,1
6,23916,5393,Yes,Apparel,COD,Tier 2,5,0
16,889,0,Yes,Electronics,COD,Tier 1,3,1
16,5486,1796,No,Food,UPI,Tier 2,4,0
2,19977,6447,No,Electronics,Credit Card,Tier 2,3,1
19,11942,0,Yes,Apparel,Wallet,Tier 1,4,0
12,20081,1862,Yes,Electronics,COD,Tier 2,4,0
1,11308,2828,No,Groceries,UPI,Tier 1,3,0
18,20835,0,Yes,Groceries,Credit Card,Tier 1,5,0
15,8346,2202,No,Apparel,Wallet,Tier 2,3,0
20,24080,0,No,Apparel,Credit Card,Tier 3,2,1
8,23245,9096,Yes,Food,UPI,Tier 1,2,1
5,2488,0,No,Electronics,Credit Card,Tier 3,4,0
17,7662,1658,Yes,Groceries,UPI,Tier 1,3,0
10,23193,5784,No,Books,COD,Tier 1,3,0
6,23047,0,Yes,Apparel,COD,Tier 1,4,0
20,4054,493,Yes,Electronics,COD,Tier 2,2,1
6,2242,429,Yes,Apparel,Credit Card,Tier 3,1,1
2,8119,489,No,Apparel,Credit Card,Tier 3,2,1
19,15726,4051,No,Food,Credit Card,Tier 1,1,0
1,4896,569,No,Apparel,Wallet,Tier 3,4,1
10,12183,3101,No,Books,UPI,Tier 2,1,0
18,20374,1060,Yes,Electronics,UPI,Tier 2,1,0
15,4176,779,No,Apparel,UPI,Tier 1,3,0
17,4638,519,No,Electronics,Credit Card,Tier 1,4,0
7,11496,3457,Yes,Groceries,Wallet,Tier 2,1,0
5,19230,0,Yes,Books,COD,Tier 1,3,0
3,20785,5730,Yes,Apparel,UPI,Tier 1,2,0
10,1861,619,Yes,Groceries,COD,Tier 2,3,0
14,11126,3363,Yes,Electronics,COD,Tier 2,3,0
19,17373,1709,Yes,Apparel,Wallet,Tier 2,3,0
17,20911,7533,Yes,Groceries,UPI,Tier 1,1,0
2,20525,0,No,Apparel,Wallet,Tier 1,4,1
8,11159,835,No,Apparel,Credit Card,Tier 1,4,0
11,7852,0,No,Apparel,COD,Tier 3,5,0
4,3778,0,Yes,Electronics,COD,Tier 2,3,0
18,8812,0,Yes,Books,Wallet,Tier 1,5,0
5,2532,0,Yes,Apparel,COD,Tier 2,5,1
3,3168,601,Yes,Books,Credit Card,Tier 3,4,0
4,2687,0,Yes,Apparel,COD,Tier 1,2,1
20,4427,606,No,Apparel,COD,Tier 3,5,0
10,1700,642,Yes,Groceries,Wallet,Tier 1,1,0
9,17913,3783,No,Apparel,UPI,Tier 1,1,1
10,586,203,No,Electronics,Wallet,Tier 2,3,0
9,14096,2484,Yes,Electronics,Wallet,Tier 3,4,0
13,6020,2095,Yes,Apparel,Wallet,Tier 2,5,0
18,14417,0,Yes,Food,COD,Tier 1,1,0
11,7581,502,Yes,Apparel,UPI,Tier 2,4,0
2,14045,1590,No,Groceries,Wallet,Tier 3,3,0
8,11102,1976,No,Electronics,UPI,Tier 2,1,0
10,23202,2260,No,Apparel,COD,Tier 3,2,1
1,11669,0,No,Electronics,COD,Tier 2,5,1
7,19571,4201,Yes,Electronics,Credit Card,Tier 3,5,0
17,16310,0,No,Apparel,Credit Card,Tier 2,1,1
1,18660,6452,Yes,Books,Wallet,Tier 3,3,0
15,4200,0,No,Apparel,COD,Tier 1,2,0
9,19563,3848,Yes,Apparel,Wallet,Tier 2,1,0
19,7273,1393,No,Electronics,UPI,Tier 2,3,0
9,5494,0,Yes,Electronics,UPI,Tier 1,1,1
19,19491,0,Yes,Electronics,COD,Tier 3,4,0
8,11031,2508,Yes,Electronics,UPI,Tier 3,1,0
2,6976,1289,No,Apparel,Wallet,Tier 2,5,0
3,14662,0,No,Apparel,COD,Tier 2,3,1
4,22510,838,Yes,Books,COD,Tier 2,3,1
11,1397,285,No,Apparel,Wallet,Tier 2,4,0
2,23344,0,Yes,Food,UPI,Tier 3,1,1
9,17133,3735,No,Apparel,COD,Tier 3,2,1
3,22214,6710,Yes,Groceries,Wallet,Tier 1,4,0
6,3472,0,No,Apparel,COD,Tier 2,3,0
4,989,257,Yes,Apparel,UPI,Tier 1,2,1
13,6910,0,Yes,Books,COD,Tier 1,3,0
13,1454,509,Yes,Books,Wallet,Tier 1,2,1
15,22339,0,Yes,Apparel,Credit Card,Tier 1,2,0
19,1357,521,Yes,Electronics,COD,Tier 3,1,1
6,11244,0,No,Books,Credit Card,Tier 2,3,0
1,15520,3042,Yes,Electronics,UPI,Tier 2,5,0
7,8457,0,Yes,Apparel,COD,Tier 2,5,0
4,24531,2241,No,Apparel,Credit Card,Tier 3,4,1
20,703,0,No,Apparel,UPI,Tier 1,1,1
6,15728,1769,No,Electronics,UPI,Tier 1,5,0
14,1189,218,Yes,Books,COD,Tier 2,3,0
7,12891,720,Yes,Books,UPI,Tier 3,3,0
6,3235,1175,Yes,Food,Wallet,Tier 1,5,0
10,18358,2052,Yes,Electronics,COD,Tier 1,5,0
3,13799,4729,No,Groceries,Credit Card,Tier 1,3,0
16,7144,0,No,Groceries,Wallet,Tier 1,2,1
4,22931,0,Yes,Apparel,UPI,Tier 1,3,0
3,14019,2424,No,Books,COD,Tier 3,3,0
19,11422,829,No,Electronics,Wallet,Tier 1,1,0
19,11594,4325,No,Apparel,COD,Tier 1,4,0
5,12326,2561,No,Apparel,UPI,Tier 2,1,1
6,14732,5608,No,Apparel,COD,Tier 1,5,0
18,7531,630,No,Books,Wallet,Tier 1,5,0
9,19389,5897,Yes,Apparel,COD,Tier 3,4,0
8,10441,2006,Yes,Apparel,COD,Tier 2,2,0
16,12692,3628,Yes,Electronics,Credit Card,Tier 1,4,0
20,24273,6380,Yes,Apparel,COD,Tier 1,2,0
13,18741,2348,No,Groceries,Wallet,Tier 1,4,0
11,22939,6584,No,Electronics,COD,Tier 1,5,0
17,21619,2456,Yes,Electronics,Wallet,Tier 1,3,0
13,1762,287,No,Apparel,UPI,Tier 2,1,1
20,10520,2699,No,Apparel,UPI,Tier 3,1,1
14,23303,0,Yes,Apparel,Credit Card,Tier 3,5,1
17,20740,7807,Yes,Groceries,COD,Tier 2,3,0
2,22949,1925,No,Books,COD,Tier 3,3,1
6,3275,0,Yes,Apparel,Credit Card,Tier 2,4,0
20,4470,371,Yes,Food,Credit Card,Tier 1,4,0
8,22910,0,Yes,Electronics,COD,Tier 2,5,0
10,4634,716,No,Electronics,COD,Tier 2,5,0
5,12557,952,Yes,Apparel,COD,Tier 1,2,1
11,2511,199,No,Apparel,UPI,Tier 1,2,1
14,24406,0,Yes,Electronics,UPI,Tier 1,4,0
17,20020,2732,Yes,Apparel,COD,Tier 3,1,1
2,17660,0,Yes,Books,Credit Card,Tier 3,1,1
19,21951,7631,No,Groceries,COD,Tier 2,5,1
9,21019,1979,Yes,Food,UPI,Tier 1,2,1
9,946,266,Yes,Electronics,COD,Tier 3,4,0
3,21027,3043,No,Apparel,Credit Card,Tier 2,4,0
8,2432,804,No,Food,Credit Card,Tier 1,3,1
14,2130,828,No,Apparel,Credit Card,Tier 3,1,1
6,3762,340,Yes,Food,COD,Tier 3,3,0
13,7401,952,No,Electronics,Credit Card,Tier 3,5,0
8,15020,1743,Yes,Books,Credit Card,Tier 2,2,0
12,9518,3069,No,Apparel,Wallet,Tier 3,4,0
9,5320,611,Yes,Books,COD,Tier 3,4,0
10,8612,2628,No,Electronics,COD,Tier 2,4,0
15,18880,0,Yes,Apparel,COD,Tier 2,2,0
13,7946,0,Yes,Food,COD,Tier 1,3,0
13,24986,0,No,Food,Credit Card,Tier 1,4,0
16,17770,3259,Yes,Books,Credit Card,Tier 3,1,1
13,7251,2096,No,Groceries,Credit Card,Tier 1,2,0
16,14378,1526,No,Electronics,COD,Tier 1,1,1
12,7122,0,Yes,Apparel,Credit Card,Tier 3,4,0
20,3196,259,No,Books,COD,Tier 3,3,1
16,4371,0,No,Food,Wallet,Tier 1,1,1
8,18574,0,Yes,Apparel,COD,Tier 2,1,0
10,16561,0,Yes,Books,Credit Card,Tier 3,3,0
1,11155,3854,Yes,Food,Credit Card,Tier 1,2,0
13,691,37,No,Food,Credit Card,Tier 1,1,1
11,23883,0,Yes,Food,COD,Tier 2,3,0
8,2374,586,Yes,Food,COD,Tier 3,3,0
2,10265,3657,Yes,Books,UPI,Tier 3,4,0
17,12439,297,Yes,Apparel,COD,Tier 1,1,1
14,6726,0,Yes,Apparel,COD,Tier 1,3,0
1,2461,0,No,Food,Credit Card,Tier 2,1,1
8,5067,1889,Yes,Electronics,COD,Tier 2,4,0
15,11651,1441,No,Books,Wallet,Tier 1,5,0
2,6198,0,Yes,Groceries,COD,Tier 1,2,1
20,11773,0,No,Apparel,COD,Tier 1,5,0
16,15972,0,No,Electronics,Credit Card,Tier 1,4,1
12,16141,5574,Yes,Books,UPI,Tier 1,2,1
4,21066,0,No,Apparel,Credit Card,Tier 1,1,0
2,5265,1313,Yes,Apparel,COD,Tier 2,4,1
1,13671,0,No,Books,COD,Tier 1,2,1
20,17858,1473,Yes,Apparel,UPI,Tier 3,1,0
6,3172,0,Yes,Electronics,UPI,Tier 1,4,1
4,16974,5635,No,Books,COD,Tier 1,3,0
10,21324,1097,Yes,Apparel,COD,Tier 3,3,1
5,22893,4494,Yes,Electronics,UPI,Tier 2,3,1
5,17468,5550,Yes,Electronics,COD,Tier 3,4,0
11,18895,0,Yes,Electronics,COD,Tier 2,2,1
8,6578,747,Yes,Apparel,COD,Tier 3,4,1
9,9306,1711,No,Apparel,COD,Tier 2,2,0
20,23884,4634,No,Books,UPI,Tier 3,5,0
1,11954,4317,No,Electronics,UPI,Tier 3,1,0
3,18912,1516,Yes,Groceries,UPI,Tier 1,1,0
13,9348,1460,No,Books,UPI,Tier 3,5,0
14,8193,2681,No,Books,UPI,Tier 1,5,0
17,2962,0,No,Apparel,Credit Card,Tier 3,3,0
5,13769,0,No,Apparel,UPI,Tier 3,1,1
15,11768,0,Yes,Food,UPI,Tier 3,3,0
18,10103,2946,Yes,Food,Credit Card,Tier 1,5,0
12,11626,3650,Yes,Electronics,COD,Tier 1,4,0
3,18823,3261,Yes,Groceries,Wallet,Tier 2,4,0
17,15198,2869,Yes,Electronics,UPI,Tier 1,4,0
14,2456,0,Yes,Groceries,Credit Card,Tier 3,4,1
16,5327,423,Yes,Apparel,COD,Tier 2,2,0
13,5813,627,Yes,Electronics,COD,Tier 2,3,0
7,10272,401,No,Apparel,COD,Tier 1,4,1
10,22128,3833,No,Books,COD,Tier 3,2,0
18,5816,996,Yes,Apparel,Wallet,Tier 3,2,1
13,19594,4415,No,Apparel,Credit Card,Tier 1,2,0
12,19959,4195,Yes,Electronics,Wallet,Tier 1,2,1
8,6509,893,No,Apparel,Credit Card,Tier 2,4,0
3,20061,0,No,Apparel,UPI,Tier 2,1,1
4,11588,1754,Yes,Apparel,Credit Card,Tier 2,3,1
20,19081,2310,No,Groceries,Credit Card,Tier 2,3,0
9,24367,0,Yes,Electronics,UPI,Tier 1,1,0
9,2314,0,No,Groceries,COD,Tier 1,5,0
15,3431,613,No,Groceries,COD,Tier 2,4,0
16,19980,5898,No,Books,COD,Tier 3,2,0
9,1548,385,Yes,Books,COD,Tier 1,2,0
11,14334,5452,Yes,Books,COD,Tier 3,1,0
2,15679,0,Yes,Electronics,COD,Tier 3,2,0
11,22758,703,No,Books,COD,Tier 1,2,1
12,5086,0,Yes,Books,Credit Card,Tier 3,2,1
13,6377,795,No,Books,COD,Tier 2,3,0
8,18786,1764,Yes,Groceries,Wallet,Tier 1,4,0
11,516,0,No,Books,UPI,Tier 1,1,0
8,6456,0,Yes,Groceries,COD,Tier 3,4,0
15,16472,0,No,Electronics,COD,Tier 1,2,1
20,20079,5953,Yes,Electronics,Wallet,Tier 3,4,0
20,24838,0,Yes,Apparel,UPI,Tier 2,5,0
20,14471,2195,No,Electronics,UPI,Tier 2,2,0
16,7608,1843,Yes,Apparel,COD,Tier 3,3,0
13,9521,1438,No,Groceries,COD,Tier 2,4,0
4,13628,0,No,Apparel,COD,Tier 3,3,1
20,23266,1713,No,Groceries,Credit Card,Tier 2,4,0
5,23665,1211,No,Books,Wallet,Tier 2,4,0
2,22813,4831,No,Apparel,UPI,Tier 1,4,1
3,11180,2934,Yes,Books,UPI,Tier 1,5,0
20,1661,242,No,Apparel,UPI,Tier 3,1,1
16,24353,0,No,Books,UPI,Tier 3,3,0
11,1386,0,No,Groceries,COD,Tier 1,2,1
12,3154,653,Yes,Apparel,Credit Card,Tier 3,1,1
10,23738,0,Yes,Books,COD,Tier 1,4,0
11,12059,0,Yes,Books,COD,Tier 3,3,1
12,17078,4198,Yes,Apparel,COD,Tier 3,2,1
2,16175,0,Yes,Groceries,UPI,Tier 3,4,0
10,9135,1307,Yes,Groceries,UPI,Tier 3,1,0
15,18153,0,Yes,Apparel,COD,Tier 3,1,1
11,22556,2024,Yes,Apparel,UPI,Tier 2,1,1
8,24124,608,No,Electronics,COD,Tier 2,1,0
20,7706,1403,No,Electronics,UPI,Tier 1,4,0
2,5697,1859,No,Apparel,COD,Tier 3,5,1
7,17163,3909,Yes,Groceries,UPI,Tier 3,5,0
14,21653,3779,Yes,Books,UPI,Tier 2,4,1
14,11378,4120,No,Electronics,COD,Tier 1,1,0
13,8197,954,Yes,Apparel,COD,Tier 3,5,0
5,11400,2799,Yes,Books,UPI,Tier 1,4,0
13,24650,3703,No,Electronics,COD,Tier 1,4,0
15,5151,305,Yes,Apparel,Credit Card,Tier 1,4,0
14,5442,137,Yes,Books,UPI,Tier 1,3,0
19,5729,0,No,Food,COD,Tier 3,5,1
3,16060,5278,Yes,Apparel,Credit Card,Tier 3,2,1
8,9962,722,Yes,Apparel,Wallet,Tier 1,3,0
11,16784,0,No,Books,COD,Tier 1,3,1
3,19124,0,No,Apparel,Credit Card,Tier 1,5,0
17,7993,2270,Yes,Apparel,Credit Card,Tier 2,1,0
3,6094,0,No,Apparel,Wallet,Tier 2,4,1
9,14490,3043,Yes,Electronics,UPI,Tier 1,3,0
13,14720,0,No,Books,COD,Tier 2,4,0
13,22046,0,No,Apparel,UPI,Tier 1,4,0
16,23654,5736,No,Apparel,Wallet,Tier 1,4,0
19,19683,0,Yes,Apparel,COD,Tier 1,4,0
14,18686,6197,Yes,Electronics,COD,Tier 2,2,0
6,1441,386,Yes,Apparel,UPI,Tier 1,4,1
8,13115,3902,No,Electronics,COD,Tier 2,3,1
4,10636,3327,No,Groceries,Wallet,Tier 1,4,0
5,20776,0,Yes,Electronics,Wallet,Tier 1,1,1
20,16489,6161,Yes,Apparel,Credit Card,Tier 1,2,0
9,7882,1110,Yes,Apparel,COD,Tier 1,3,1
19,7508,612,Yes,Groceries,COD,Tier 2,4,1
16,18657,3214,Yes,Groceries,COD,Tier 3,1,0
10,17390,3269,No,Apparel,COD,Tier 2,4,0
10,4090,1565,No,Groceries,COD,Tier 3,1,0
7,22499,3882,Yes,Electronics,Credit Card,Tier 1,4,0
12,15784,544,Yes,Groceries,Wallet,Tier 2,4,0
4,24564,0,No,Apparel,Wallet,Tier 1,2,1
3,17803,4011,No,Apparel,UPI,Tier 2,3,0
14,16517,0,No,Books,COD,Tier 1,5,0
15,16622,4095,Yes,Apparel,Wallet,Tier 3,1,0
14,24995,8368,No,Apparel,Credit Card,Tier 1,3,0
12,6865,938,Yes,Apparel,COD,Tier 1,5,0
13,7033,248,No,Books,Wallet,Tier 2,3,0
5,14353,2912,Yes,Food,Wallet,Tier 1,5,0
7,1404,35,Yes,Books,COD,Tier 2,5,0
15,13557,2234,Yes,Electronics,Wallet,Tier 1,2,0
11,16581,1695,No,Books,Credit Card,Tier 1,1,1
11,5175,0,No,Apparel,Credit Card,Tier 3,4,0
2,20127,3968,No,Apparel,UPI,Tier 1,1,0
16,22866,5715,No,Apparel,COD,Tier 2,4,0
17,9645,0,Yes,Apparel,UPI,Tier 3,5,0
10,3624,385,Yes,Groceries,UPI,Tier 1,2,0
15,6006,0,Yes,Books,COD,Tier 2,4,0
3,12281,4235,Yes,Apparel,COD,Tier 2,5,0
8,23547,1771,No,Electronics,UPI,Tier 1,4,0
3,17440,3798,No,Food,COD,Tier 1,3,1
14,24384,0,Yes,Electronics,UPI,Tier 2,2,0
17,14808,2155,Yes,Books,Wallet,Tier 1,1,0
12,2189,610,No,Apparel,COD,Tier 3,4,0
11,14818,561,No,Apparel,UPI,Tier 2,5,0
18,16174,0,Yes,Apparel,COD,Tier 2,1,0
15,23164,675,No,Apparel,UPI,Tier 1,1,0
2,2531,627,No,Electronics,UPI,Tier 3,5,0
20,1641,162,No,Apparel,UPI,Tier 3,2,1
18,4770,227,No,Books,Wallet,Tier 2,2,1
11,22150,2469,No,Food,COD,Tier 2,5,0
9,13492,5285,Yes,Apparel,Credit Card,Tier 3,3,0
1,3462,159,Yes,Electronics,Credit Card,Tier 1,1,1
3,14421,2807,Yes,Books,COD,Tier 1,5,0
16,23567,4018,No,Groceries,UPI,Tier 1,4,0
8,6540,1011,No,Food,Wallet,Tier 1,3,0
11,16734,2610,No,Food,UPI,Tier 1,3,0
15,20180,1928,Yes,Books,Wallet,Tier 1,3,0
18,3659,108,No,Groceries,Wallet,Tier 3,2,1
16,19271,2806,No,Apparel,UPI,Tier 1,5,0
8,2659,0,Yes,Books,Credit Card,Tier 2,1,0
5,12521,3102,No,Electronics,Wallet,Tier 1,1,0
18,8988,1155,Yes,Electronics,UPI,Tier 2,5,0
2,13558,0,No,Electronics,Wallet,Tier 3,3,0
19,12933,2036,Yes,Groceries,Credit Card,Tier 2,5,0
1,22999,0,Yes,Apparel,Wallet,Tier 1,1,1
11,20437,5045,No,Apparel,COD,Tier 1,3,0
16,7849,1863,No,Books,COD,Tier 3,3,0
16,24799,4122,Yes,Groceries,COD,Tier 3,1,1
6,2568,652,No,Groceries,Wallet,Tier 2,3,0
10,17917,1815,Yes,Groceries,Wallet,Tier 1,4,0
9,17362,0,No,Food,COD,Tier 3,1,0
4,17155,0,No,Electronics,UPI,Tier 1,1,1
5,1287,459,Yes,Books,Wallet,Tier 3,5,1
10,8288,1070,No,Food,Wallet,Tier 2,3,0
14,15603,1831,No,Electronics,UPI,Tier 3,3,1
10,16768,0,No,Apparel,COD,Tier 2,5,0
10,24559,7584,Yes,Apparel,UPI,Tier 1,2,0
7,14298,0,Yes,Books,COD,Tier 2,5,0
19,19128,5410,Yes,Electronics,Wallet,Tier 1,2,0
17,5088,1512,Yes,Electronics,COD,Tier 3,4,0
6,12470,0,No,Books,UPI,Tier 2,2,0
20,5574,126,Yes,Groceries,COD,Tier 1,1,0
12,16406,1468,Yes,Apparel,UPI,Tier 2,4,0
19,18051,1109,Yes,Apparel,COD,Tier 1,2,0
20,23622,3187,Yes,Electronics,COD,Tier 3,5,0
10,11285,0,Yes,Food,Credit Card,Tier 3,2,1
17,16011,0,Yes,Books,UPI,Tier 3,3,0
3,13886,1002,No,Books,Credit Card,Tier 2,2,0
7,7889,2770,Yes,Food,Credit Card,Tier 1,3,0
13,4468,229,Yes,Apparel,Credit Card,Tier 3,4,0
3,20713,0,Yes,Groceries,UPI,Tier 1,3,1
16,9658,811,No,Apparel,UPI,Tier 3,3,0
1,9381,2247,Yes,Food,UPI,Tier 1,3,0
3,12195,4088,Yes,Books,Wallet,Tier 3,4,1
3,8807,2538,Yes,Apparel,UPI,Tier 2,5,0
17,19823,1245,No,Groceries,UPI,Tier 3,2,0
18,5954,0,No,Apparel,UPI,Tier 1,3,0
4,10986,0,Yes,Apparel,Wallet,Tier 2,3,0
13,5980,0,Yes,Apparel,COD,Tier 1,5,0
20,23808,3816,No,Electronics,COD,Tier 2,4,0
2,9797,3472,Yes,Books,UPI,Tier 3,5,0
14,21371,4277,Yes,Books,COD,Tier 3,5,0
20,19528,6458,Yes,Groceries,COD,Tier 1,5,0
17,9630,1132,No,Electronics,COD,Tier 2,2,1
7,2005,277,Yes,Electronics,COD,Tier 1,1,0
20,15283,0,No,Electronics,Credit Card,Tier 1,1,0
9,7352,442,No,Food,Wallet,Tier 2,3,1
2,12944,0,Yes,Food,UPI,Tier 2,1,1
1,6740,923,Yes,Apparel,UPI,Tier 2,5,0
11,10798,3165,No,Electronics,Wallet,Tier 3,1,1
